invoice_id,invoice_date,buyer_id,buyer_name,supplier_id,supplier_name,commodity_category,volume_usd,invoice_qty,unit_of_measure,country
INV_00000426,2024-05-15,BUY_006268,Samsung Electronics,SUP_000007,Global_Steel,Textiles,1242.09,124.21,units,Vietnam
INV_00000427,2023-05-24,BUY_001671,Apple Inc,SUP_000009,DC,Energy,20390.73,2039.07,units,China
INV_00000428,2024-06-20,BUY_001671,Apple Inc,SUP_000006,Nippon Steel,Electronics,5978.15,597.82,units,China
INV_00000429,2023-01-07,BUY_005133,Microsoft Corporation,SUP_000005,POSCO,Textiles,231.61,23.16,units,China
INV_00000430,2024-12-25,BUY_002759,Intel Corporation,SUP_000009,Dow_Chemical,Steel,9447.06,94.47,tonnes,China
INV_00000431,2024-01-18,BUY_002759,Intel Corporation,SUP_000050,Asian Chemicals Group,Electronics,884.67,88.47,units,USA
INV_00000432,2024-11-06,BUY_002443,Google/Alphabet,SUP_000009,DC,Textiles,2492.05,249.21,units,China
INV_00000433,2023-01-13,BUY_000316,H&M Group,SUP_000005,POSCO India,Electronics,3861.05,386.11,units,India
INV_00000434,2023-01-18,BUY_002443,Google/Alphabet,SUP_000050,Asian_Chemicals_Group,Energy,20492.07,2049.21,units,Vietnam
INV_00000435,2023-07-03,BUY_006268,Samsung Electronics,SUP_000039,GSM,Electronics,4530.41,453.04,units,Vietnam
INV_00000436,2023-09-04,BUY_003452,Tesla Inc,SUP_000019,South Steel Inc,Steel,28003.12,280.03,tonnes,Japan
INV_00000437,2023-10-01,BUY_002759,Intel Corporation,SUP_000007,GS,Textiles,732.26,73.23,units,India
INV_00000438,2024-08-01,BUY_000316,H&M Group,SUP_000017,Saudi Aramco,Steel,5964.44,59.64,tonnes,China
INV_00000439,2024-12-01,BUY_001671,Apple Inc,SUP_000049,Global Electronics Ltd,Electronics,7308.91,730.89,units,Germany
INV_00000440,2023-04-06,BUY_002759,Intel Corporation,SUP_000009,DC,Textiles,2717.83,271.78,units,China
INV_00000441,2023-02-27,BUY_002759,Intel Corporation,SUP_000007,Global Steel,Electronics,2775.72,277.57,units,India
INV_00000442,2024-03-20,BUY_001671,Apple Inc,SUP_000002,SH,Chemicals,1294.33,12.94,tonnes,Vietnam
INV_00000443,2023-08-24,BUY_002759,Intel Corporation,SUP_000041,Global_Chemicals_Group,Steel,13390.05,133.9,tonnes,China
INV_00000444,2023-10-05,BUY_000316,H&M Group,SUP_000050,ACG,Electronics,2761.68,276.17,units,Japan
INV_00000445,2024-07-10,BUY_003452,Tesla Inc,SUP_000013,DyStar,Energy,33471.74,3347.17,units,USA
INV_00000446,2023-01-17,BUY_005133,Microsoft Corporation,SUP_000007,GS,Steel,10099.79,101.0,tonnes,India
INV_00000447,2023-11-03,BUY_002443,Google/Alphabet,SUP_000010,LyondellBasell,Steel,14832.87,148.33,tonnes,USA
INV_00000448,2024-11-24,BUY_005133,Microsoft Corporation,SUP_000003,Micron Tech,Energy,22880.25,2288.03,units,USA
INV_00000449,2024-05-27,BUY_005599,NVIDIA Corporation,SUP_000008,BASF,Chemicals,3857.89,38.58,tonnes,China
INV_00000450,2023-03-19,BUY_002443,Google/Alphabet,SUP_000045,South Electronics Manufacturing,Chemicals,5624.61,56.25,tonnes,China
INV_00000451,2023-12-01,BUY_002759,Intel Corporation,SUP_000035,North Textiles Corp,Electronics,7186.7,718.67,units,China
INV_00000452,2023-08-22,BUY_002443,Google/Alphabet,SUP_000007,GS,Chemicals,4349.43,43.49,tonnes,India
INV_00000453,2023-07-10,BUY_000316,H&M Group,SUP_000007,Global Steel,Energy,19826.71,1982.67,units,India
INV_00000454,2023-09-10,BUY_002443,Google/Alphabet,SUP_000003,Micron Tech,Electronics,5200.12,520.01,units,USA
INV_00000455,2024-12-29,BUY_003452,Tesla Inc,SUP_000022,Global Textiles Industries,Steel,11477.06,114.77,tonnes,China
INV_00000456,2023-04-20,BUY_002759,Intel Corporation,SUP_000006,Nippon Steel,Electronics,3637.31,363.73,units,China
INV_00000457,2024-01-04,BUY_006268,Samsung Electronics,SUP_000002,SK_Hynix,Chemicals,4502.73,45.03,tonnes,Germany
INV_00000458,2024-03-17,BUY_002443,Google/Alphabet,SUP_000009,Dow_Chemical,Textiles,1562.06,156.21,units,China
INV_00000459,2023-04-16,BUY_005133,Microsoft Corporation,SUP_000009,DC,Electronics,1979.23,197.92,units,China
INV_00000460,2024-09-03,BUY_001671,Apple Inc,SUP_000028,North Electronics Inc,Energy,47147.5,4714.75,units,USA
INV_00000461,2023-10-26,BUY_005599,NVIDIA Corporation,SUP_000002,SK_Hynix,Textiles,3686.37,368.64,units,Germany
INV_00000462,2024-08-08,BUY_006268,Samsung Electronics,SUP_000007,GS,Energy,12421.89,1242.19,units,India
INV_00000463,2023-05-23,BUY_006268,Samsung Electronics,SUP_000009,Dow Chemical,Chemicals,10370.33,103.7,tonnes,USA
INV_00000464,2023-03-06,BUY_000316,H&M Group,SUP_000008,BASF,Steel,10395.62,103.96,tonnes,China
INV_00000465,2024-05-10,BUY_002759,Intel Corporation,SUP_000005,POSCO,Electronics,3646.45,364.64,units,China
INV_00000466,2024-08-31,BUY_006268,Samsung Electronics,SUP_000002,SH,Energy,22920.27,2292.03,units,Vietnam
INV_00000467,2023-11-08,BUY_002443,Google/Alphabet,SUP_000022,GTI,Electronics,6254.41,625.44,units,China
INV_00000468,2023-12-04,BUY_006268,Samsung Electronics,SUP_000011,Huntsman,Textiles,3438.63,343.86,units,USA
INV_00000469,2023-11-04,BUY_002759,Intel Corporation,SUP_000015,BP,Chemicals,8656.11,86.56,tonnes,Germany
INV_00000470,2023-11-18,BUY_000316,H&M Group,SUP_000022,Global Textiles Industries,Steel,13079.75,130.8,tonnes,China
INV_00000471,2024-12-12,BUY_003452,Tesla Inc,SUP_000018,SEC,Textiles,104.0,10.4,units,China
INV_00000472,2024-01-21,BUY_003452,Tesla Inc,SUP_000028,North_Electronics_Inc,Chemicals,2210.83,22.11,tonnes,Vietnam
INV_00000473,2023-04-27,BUY_006268,Samsung Electronics,SUP_000009,DC,Energy,23510.6,2351.06,units,China
INV_00000474,2024-11-29,BUY_005599,NVIDIA Corporation,SUP_000008,BASF Germany,Energy,47750.03,4775.0,units,USA
INV_00000475,2024-03-24,BUY_002443,Google/Alphabet,SUP_000005,POSCO India,Chemicals,4895.7,48.96,tonnes,India
INV_00000476,2024-11-20,BUY_005599,NVIDIA Corporation,SUP_000006,Nippon Steel,Textiles,3710.24,371.02,units,China
INV_00000477,2023-09-16,BUY_005133,Microsoft Corporation,SUP_000027,Pacific Textiles Ltd,Steel,13658.91,136.59,tonnes,India
INV_00000478,2024-04-04,BUY_002443,Google/Alphabet,SUP_000007,GS,Energy,31799.62,3179.96,units,India
INV_00000479,2024-07-10,BUY_005133,Microsoft Corporation,SUP_000026,Euro Energy Manufacturing,Electronics,9157.52,915.75,units,Germany
INV_00000480,2023-04-22,BUY_006268,Samsung Electronics,SUP_000025,North Energy Corp,Steel,10913.91,109.14,tonnes,Vietnam
INV_00000481,2024-10-24,BUY_003452,Tesla Inc,SUP_000007,GS,Energy,9730.1,973.01,units,India
INV_00000482,2024-03-16,BUY_005599,NVIDIA Corporation,SUP_000005,POSCO India,Electronics,1206.3,120.63,units,India
INV_00000483,2024-06-06,BUY_005599,NVIDIA Corporation,SUP_000010,LyondellBasell,Energy,27250.91,2725.09,units,USA
INV_00000484,2024-04-01,BUY_006268,Samsung Electronics,SUP_000010,LyondellBasell,Chemicals,6533.28,65.33,tonnes,USA
INV_00000485,2023-12-20,BUY_002443,Google/Alphabet,SUP_000006,Nippon Steel,Electronics,2241.71,224.17,units,China
INV_00000486,2023-03-29,BUY_003452,Tesla Inc,SUP_000010,LyondellBasell,Electronics,4003.4,400.34,units,USA
INV_00000487,2023-11-16,BUY_002759,Intel Corporation,SUP_000004,ArcelorMittal Vietnam,Chemicals,4565.14,45.65,tonnes,Vietnam
INV_00000488,2023-12-23,BUY_003452,Tesla Inc,SUP_000008,BASF Germany,Textiles,8627.91,862.79,units,USA
INV_00000489,2023-03-10,BUY_001671,Apple Inc,SUP_000002,SH,Chemicals,7664.34,76.64,tonnes,Vietnam
INV_00000490,2023-12-18,BUY_005599,NVIDIA Corporation,SUP_000012,Archroma,Electronics,5183.42,518.34,units,Vietnam
INV_00000491,2024-06-12,BUY_002443,Google/Alphabet,SUP_000007,Global Steel,Steel,17639.78,176.4,tonnes,India
INV_00000492,2024-04-18,BUY_006268,Samsung Electronics,SUP_000046,North Steel Manufacturing,Steel,16079.25,160.79,tonnes,Japan
INV_00000493,2023-07-10,BUY_005599,NVIDIA Corporation,SUP_000011,Huntsman,Textiles,2254.66,225.47,units,USA
INV_00000494,2024-04-05,BUY_005599,NVIDIA Corporation,SUP_000001,Taiwan Semiconductor,Energy,24460.59,2446.06,units,Vietnam
INV_00000495,2023-07-30,BUY_005133,Microsoft Corporation,SUP_000005,POSCO India,Chemicals,7933.8,79.34,tonnes,India
INV_00000496,2024-07-03,BUY_002759,Intel Corporation,SUP_000004,ArcelorMittal Vietnam,Steel,8636.12,86.36,tonnes,Vietnam
INV_00000497,2023-04-27,BUY_003452,Tesla Inc,SUP_000038,North Electronics Ltd,Chemicals,5646.03,56.46,tonnes,China
INV_00000498,2024-09-03,BUY_005133,Microsoft Corporation,SUP_000043,Euro Chemicals Inc,Textiles,1484.18,148.42,units,Vietnam
INV_00000499,2023-12-23,BUY_006268,Samsung Electronics,SUP_000045,South_Electronics_Manufacturing,Chemicals,4005.66,40.06,tonnes,China
